regine;a_wood_km2;a_agri_km2;a_upland_km2;a_glacier_km2;a_urban_km2;a_sea_km2
002.DD2C;5.770;2.740;0.000;0.000;0.000;0.000
002.DD2D0;19.520;3.210;0.000;0.000;0.000;0.000
002.DD2DZ;28.900;0.040;0.000;0.000;0.000;0.000
002.DD2E;44.470;3.170;0.000;0.000;0.000;0.000
002.DD3;46.556;20.134;0.366;0.000;1.748;0.000
002.DD41;0.000;0.000;0.000;0.000;0.000;0.000
002.DD42;0.000;0.000;0.000;0.000;0.000;0.000
002.DD4A0;55.370;14.490;0.070;0.000;0.000;0.000
002.DD4AZ;30.150;0.000;0.000;0.000;0.000;0.000
002.DD4B;50.070;0.000;0.000;0.000;0.000;0.000
002.DD4C;47.900;0.000;3.860;0.000;0.000;0.000
002.DD51;4.305;0.436;0.000;0.000;0.000;0.000
002.DD52;10.930;5.850;1.890;0.000;7.850;0.000
002.DD5A1;0.000;0.000;0.000;0.000;0.190;0.000
002.DD5A2;0.000;0.000;0.000;0.000;0.200;0.000
002.DD5A3;1.350;0.000;0.000;0.000;1.590;0.000
002.DD5A4;0.010;0.000;0.000;0.000;0.720;0.000
002.DD5A5;6.460;0.010;0.000;0.000;0.000;0.000
002.DD5A6;20.390;0.720;0.000;0.000;0.520;0.000
002.DD5B0;15.107;0.646;0.711;0.000;0.038;0.000
002.DD5BA1;3.773;0.005;0.014;0.000;0.320;0.000
002.DD5BA2;0.691;0.034;0.000;0.000;0.079;0.000
002.DD5BA3;0.964;0.001;0.000;0.000;0.352;0.000
002.DD5BA4;3.340;0.004;0.000;0.000;0.000;0.000
002.DD5BB;5.345;0.223;2.665;0.000;0.583;0.000
002.DD5BC;5.963;0.000;1.802;0.000;0.000;0.000
002.DD5BD1;0.965;0.000;0.445;0.000;0.000;0.000
002.DD5BD2;1.483;0.000;1.826;0.000;0.000;0.000
002.DD5BD3;0.056;0.000;0.120;0.000;0.000;0.000
002.DD5BD4;0.017;0.000;0.000;0.000;0.000;0.000
002.DD5BE1;0.028;0.000;0.027;0.000;0.000;0.000
002.DD5BE2;0.000;0.000;1.610;0.000;0.000;0.000
002.DD5BE3;0.000;0.000;0.550;0.000;0.000;0.000
002.DD5BE4;0.000;0.000;0.230;0.000;0.000;0.000
002.DD5BF;0.240;0.000;17.840;0.000;0.000;0.000
002.DD5C;0.240;0.098;0.000;0.000;0.024;0.000
002.DD5D;39.027;0.665;0.103;0.000;0.066;0.000
002.DD5E;35.291;0.135;4.641;0.000;0.000;0.000
002.DD61;0.000;0.000;0.000;0.000;0.000;0.000
002.DD62;0.000;0.000;0.000;0.000;0.000;0.000
002.DD6A;47.860;0.000;0.000;0.000;0.000;0.000
002.DD6B;41.030;5.950;0.000;0.000;0.000;0.000
002.DDA0;59.060;31.400;0.000;0.000;3.800;0.000
002.DDAA0;15.360;13.590;0.000;0.000;0.000;0.000
002.DDAAA;6.760;1.100;0.000;0.000;0.000;0.000
002.DDAAB;10.690;0.000;0.460;0.000;0.000;0.000
002.DDAB0;16.560;6.700;0.000;0.000;0.000;0.000
002.DDABZ;24.510;0.000;22.470;0.000;0.000;0.000
002.DDAC;25.690;0.000;12.090;0.000;0.000;0.000
002.DDB0;11.910;5.470;0.000;0.000;0.000;0.000
002.DDBZ;67.410;10.570;2.460;0.000;0.000;0.000
002.DDC0;27.820;4.120;1.300;0.000;0.000;0.000
002.DDCA10;0.980;0.030;0.000;0.000;0.000;0.000
002.DDCA1A;0.500;0.000;0.000;0.000;0.000;0.000
002.DDCA1B;0.260;0.000;0.000;0.000;0.000;0.000
002.DDCA2;1.440;0.010;0.000;0.000;0.000;0.000
002.DDCA3;0.280;0.000;0.000;0.000;0.000;0.000
002.DDCA4;0.210;0.000;0.000;0.000;0.000;0.000
002.DDCAA0;0.630;0.000;0.000;0.000;0.000;0.000
002.DDCAAA;0.110;0.000;0.000;0.000;0.000;0.000
002.DDCAAB;1.020;0.000;0.000;0.000;0.000;0.000
002.DDCAB;0.010;0.000;0.000;0.000;0.000;0.000
002.DDCAC;3.510;0.000;0.000;0.000;0.000;0.000
002.DDCB;3.230;0.000;0.000;0.000;0.000;0.000
002.DDCC;14.140;0.000;0.000;0.000;0.000;0.000
002.DDCD;10.560;0.000;0.000;0.000;0.000;0.000
002.DDCE;10.650;0.000;1.930;0.000;0.000;0.000
002.DDCF;11.100;0.000;2.500;0.000;0.000;0.000
002.DDD0;51.630;10.530;0.310;0.000;0.000;0.000
002.DDDZ;33.130;0.090;20.320;0.000;0.000;0.000
002.DDE1;0.950;0.020;0.000;0.000;0.000;0.000
002.DDE20;1.720;0.030;0.000;0.000;0.000;0.000
002.DDE2A;2.920;0.000;0.000;0.000;0.000;0.000
002.DDE2B;4.950;0.000;0.000;0.000;0.000;0.000
002.DDE2C;4.180;0.000;0.000;0.000;0.000;0.000
002.DDE2D;2.940;0.000;0.000;0.000;0.000;0.000
002.DDE3;6.280;0.160;0.000;0.000;0.000;0.000
002.DDE4;6.050;0.040;0.000;0.000;0.000;0.000
002.DDEA;38.490;0.140;0.000;0.000;0.000;0.000
002.DDEB;10.890;0.000;5.260;0.000;0.000;0.000
002.DDEC;7.780;0.000;3.430;0.000;0.000;0.000
002.DDF0;46.740;2.800;2.170;0.000;0.000;0.000
002.DDFA;10.720;0.700;0.080;0.000;0.000;0.000
002.DDFB;6.360;0.000;1.250;0.000;0.000;0.000
002.DDFC;3.010;0.000;4.570;0.000;0.000;0.000
002.DDG11;2.390;0.530;0.000;0.000;0.000;0.000
002.DDG12;7.130;0.790;0.000;0.000;0.000;0.000
002.DDG1Z;20.580;0.180;0.000;0.000;0.000;0.000
002.DDG2;24.950;1.090;16.900;0.000;0.000;0.000
002.DDGZ;8.870;0.000;35.070;0.000;0.000;0.000
002.DDH;61.710;0.000;10.780;0.000;0.000;0.000
002.DE1;38.060;4.350;0.340;0.000;0.000;0.000
002.DE2;22.110;0.910;0.000;0.000;0.150;0.000
002.DE310;4.710;2.320;0.440;0.000;0.000;0.000
002.DE31Z;23.420;1.360;15.230;0.000;0.000;0.000
002.DE32;52.050;7.870;2.850;0.000;0.000;0.000
002.DE33;15.320;9.500;0.000;0.000;0.000;0.000
002.DE34;0.450;0.000;0.000;0.000;0.000;0.000
002.DE3A1;8.050;1.040;0.000;0.000;0.000;0.000
002.DE3A2;2.370;0.140;0.000;0.000;0.000;0.000
002.DE3A3;8.130;0.000;0.460;0.000;0.000;0.000
002.DE3A4;14.100;0.000;0.000;0.000;0.000;0.000
002.DE3AA;1.060;0.000;0.000;0.000;0.000;0.000
002.DE3AB;3.830;0.000;1.810;0.000;0.000;0.000
002.DE3B0;3.170;0.000;2.560;0.000;0.000;0.000
002.DE3BA;1.530;0.000;6.270;0.000;0.000;0.000
002.DE3BB;0.000;0.000;6.650;0.000;0.000;0.000
002.DE3C0;5.200;0.000;0.000;0.000;0.000;0.000
002.DE3D1;3.030;0.000;2.170;0.000;0.000;0.000
002.DE3D2;2.240;0.000;0.000;0.000;0.000;0.000
002.DE3D9;0.650;0.000;0.000;0.000;0.000;0.000
002.DE3DA;2.740;0.000;0.060;0.000;0.000;0.000
002.DE3DB;1.350;0.000;2.750;0.000;0.000;0.000
002.DE3E;2.300;0.000;1.860;0.000;0.000;0.000
002.DE3F;2.360;0.000;3.430;0.000;0.000;0.000
002.DE4;54.790;2.590;0.000;0.000;0.000;0.000
002.DE51;22.770;0.000;0.780;0.000;0.000;0.000
002.DE52;11.980;6.200;0.300;0.000;0.000;0.000
002.DE5Z;26.680;0.090;2.030;0.000;0.000;0.000
002.DE6;32.250;0.000;0.000;0.000;0.000;0.000
002.DE7;6.050;8.080;0.430;0.000;0.000;0.000
002.DE81;14.030;0.000;1.640;0.000;0.000;0.000
002.DE82;1.070;0.000;0.000;0.000;0.000;0.000
002.DE8A;44.270;0.000;15.320;0.000;0.000;0.000
002.DE8B;12.280;0.000;14.330;0.000;0.000;0.000
002.DEA0;24.920;9.310;0.000;0.000;0.000;0.000
002.DEAA;68.680;0.050;28.170;0.000;0.000;0.000
002.DEAB;2.800;0.000;32.740;0.000;0.000;0.000
002.DEB0;57.450;0.000;14.300;0.000;0.000;0.000
002.DEBZ;9.930;0.000;28.790;0.000;0.000;0.000
002.DEC;28.190;0.000;17.760;0.000;0.000;0.000
002.DF10;24.740;8.310;0.000;0.000;0.000;0.000
002.DF1A1;2.040;2.250;0.000;0.000;0.000;0.000
002.DF1A2;0.120;1.800;0.000;0.000;0.000;0.000
002.DF1A3;0.720;0.000;0.000;0.000;0.000;0.000
002.DF1A4;9.960;0.000;0.000;0.000;0.000;0.000
002.DF1AA0;49.950;0.050;21.270;0.000;0.000;0.000
002.DF1AAZ;0.000;0.000;0.033;0.000;0.000;0.000
002.DF1AB;0.010;0.000;20.110;0.000;0.000;0.000
002.DF1AC;0.201;0.000;6.117;0.000;0.000;0.000
002.DF1B0;30.780;0.000;2.590;0.000;0.000;0.000
002.DF1BZ;0.000;0.000;0.299;0.000;0.000;0.000
002.DF1C0;2.370;0.000;0.000;0.000;0.000;0.000
002.DF1CZ;0.160;0.000;3.223;0.000;0.000;0.000
002.DF1D;7.940;0.000;7.390;0.000;0.000;0.000
002.DF1E;1.210;0.000;10.690;0.000;0.000;0.000
002.DF2;35.350;0.000;3.160;0.000;0.000;0.000
002.DF30;5.530;4.430;0.000;0.000;0.000;0.000
002.DF3A0;75.710;0.760;20.270;0.000;0.000;0.000
002.DF3AZ;9.680;0.000;11.030;0.000;0.000;0.000
002.DF3B0;18.820;0.000;1.630;0.000;0.000;0.000
002.DF3BZ;0.749;0.000;9.974;0.000;0.000;0.000
002.DF3C0;5.680;0.000;0.000;0.000;0.000;0.000
002.DF3CZ;7.110;0.000;43.680;0.000;0.000;0.000
002.DF3D;38.940;0.000;20.120;0.000;0.000;0.000
002.DF3E;19.120;0.000;9.120;0.000;0.000;0.000
002.DF3F;3.130;0.000;31.250;0.000;0.000;0.000
002.DF4;7.670;2.180;0.000;0.000;0.000;0.000
002.DF5;39.880;10.230;2.270;0.000;0.000;0.000
002.DF61;4.430;5.410;0.000;0.000;0.000;0.000
002.DF62;33.550;6.790;0.000;0.000;0.000;0.000
002.DF6A0;3.110;2.820;0.000;0.000;0.000;0.000
002.DF6AA;11.030;0.000;4.660;0.000;0.000;0.000
002.DF6AB;8.530;0.000;0.010;0.000;0.000;0.000
002.DF6B;16.210;0.050;1.100;0.000;0.000;0.000
002.DF6C;37.370;0.000;13.360;0.000;0.000;0.000
002.DF71;2.220;0.000;0.000;0.000;0.000;0.000
002.DF72;4.300;0.000;0.000;0.000;0.000;0.000
002.DF73;0.160;1.380;0.000;0.000;0.000;0.000
002.DF7Z;17.810;2.750;23.880;0.000;0.000;0.000
002.DF81;0.920;0.450;0.000;0.000;0.000;0.000
002.DF82;1.150;1.250;0.000;0.000;0.000;0.000
002.DF831;0.610;3.610;0.000;0.000;0.000;0.000
002.DF832;3.570;2.810;0.000;0.000;0.000;0.000
002.DF83Z;10.620;0.550;0.000;0.000;0.000;0.000
002.DFA0;8.950;3.390;6.980;0.000;0.000;0.000
002.DFAA1;0.360;0.000;0.000;0.000;0.000;0.000
002.DFAA2;3.080;0.000;0.000;0.000;0.000;0.000
002.DFAA3;4.010;0.000;0.000;0.000;0.000;0.000
002.DFAA4;0.790;0.000;0.000;0.000;0.000;0.000
002.DFAAA;6.340;0.000;0.310;0.000;0.000;0.000
002.DFAAB;5.070;0.000;0.000;0.000;0.000;0.000
002.DFAB;1.480;0.000;0.000;0.000;0.000;0.000
002.DFAC;11.730;0.000;0.000;0.000;0.000;0.000
002.DFAD;7.600;0.000;0.460;0.000;0.000;0.000
002.DFB1;22.580;1.720;22.640;0.000;0.000;0.000
002.DFB20;25.060;1.130;0.000;0.000;0.000;0.000
002.DFB2A;5.420;0.000;0.000;0.000;0.000;0.000
002.DFB2B;14.770;0.000;5.980;0.000;0.000;0.000
002.DFB31;2.320;0.040;0.000;0.000;0.000;0.000
002.DFB32;11.280;2.780;4.670;0.000;0.000;0.000
002.DFB3Z;25.680;0.170;37.380;0.000;0.000;0.000
002.DFB41;0.170;0.000;0.000;0.000;0.000;0.000
002.DFB42;17.400;4.670;0.060;0.000;0.000;0.000
002.DFB4A;3.270;0.000;0.000;0.000;0.000;0.000
002.DFB4B;2.540;0.000;9.510;0.000;0.000;0.000
002.DFB5;7.690;0.380;1.560;0.000;0.000;0.000
002.DFB61;5.360;0.040;0.000;0.000;0.000;0.000
002.DFB62;3.110;0.000;0.000;0.000;0.000;0.000
002.DFB6A;3.110;0.000;0.000;0.000;0.000;0.000
002.DFB6B;20.090;0.000;3.650;0.000;0.000;0.000
002.DFB6C;42.810;0.000;42.450;0.000;0.000;0.000
002.DFB7;0.150;0.000;0.000;0.000;0.000;0.000
002.DFB8;0.000;0.000;0.000;0.000;0.000;0.000
002.DFBA1;0.660;0.000;0.000;0.000;0.000;0.000
002.DFBA2;0.060;0.000;0.000;0.000;0.000;0.000
002.DFBA3;2.550;0.000;0.020;0.000;0.000;0.000
002.DFBA4;6.710;0.000;0.320;0.000;0.000;0.000
002.DFBA5;2.530;0.000;0.000;0.000;0.000;0.000
002.DFBA6;5.830;0.000;0.820;0.000;0.000;0.000
002.DFBAZ;32.230;0.000;10.640;0.000;0.000;0.000
002.DFBB0;1.530;0.000;0.000;0.000;0.000;0.000
002.DFBBA;12.440;0.000;25.940;0.000;0.000;0.000
002.DFBBB;6.010;0.000;22.930;0.000;0.000;0.000
002.DFBBC;0.020;0.000;5.450;0.000;0.000;0.000
002.DFBC0;8.290;0.000;0.060;0.000;0.000;0.000
002.DFBCA;4.120;0.000;0.920;0.000;0.000;0.000
002.DFBCB;2.440;0.000;2.620;0.000;0.000;0.000
002.DFBCC;15.400;0.000;29.330;0.000;0.000;0.000
002.DFBCD;5.350;0.000;6.770;0.000;0.000;0.000
002.DFBD;13.540;0.000;9.780;0.000;0.000;0.000
002.DFBE;0.020;0.000;65.210;0.000;0.000;0.000
002.DFBF1;0.000;0.000;4.880;0.000;0.000;0.000
002.DFBF2;0.000;0.000;26.120;0.000;0.000;0.000
002.DFBF3;0.000;0.000;8.970;0.000;0.000;0.000
002.DFBF4;0.000;0.000;3.860;0.000;0.000;0.000
002.DFBF5;0.000;0.000;3.370;0.000;0.000;0.000
002.DFBF6;0.000;0.000;7.000;0.000;0.000;0.000
002.DFC0;12.110;0.000;14.480;0.000;0.000;0.000
002.DFCA;4.890;0.000;11.960;0.000;0.000;0.000
002.DFCB1;1.180;0.000;0.000;0.000;0.000;0.000
002.DFCB2;12.890;0.000;7.490;0.000;0.000;0.000
002.DFCC;1.240;0.000;17.550;0.000;0.000;0.000
002.DFD;44.140;0.000;78.410;0.000;0.000;0.000
002.DFE1;0.030;0.000;1.210;0.000;0.000;0.000
002.DFE2;4.740;0.000;1.550;0.000;0.000;0.000
002.DFE3;0.260;0.000;5.010;0.000;0.000;0.000
002.DFE4;0.030;0.000;0.000;0.000;0.000;0.000
002.DFE5;0.530;0.000;32.060;0.000;0.000;0.000
002.DFE6;1.390;0.000;35.200;0.000;0.000;0.000
002.DFF;0.000;0.000;3.060;0.000;0.000;0.000
002.DFG;0.000;0.000;126.180;0.000;0.000;0.000
002.DFH;0.000;0.000;1.760;0.000;0.000;0.000
002.DFJ;0.000;0.000;219.780;6.210;0.000;0.000
002.DFK1;0.000;0.000;7.860;0.000;0.000;0.000
002.DFK2;0.000;0.000;9.810;0.460;0.000;0.000
002.DFK3;0.000;0.000;0.930;0.000;0.000;0.000
002.DFK4;0.000;0.000;10.450;4.060;0.000;0.000
002.DG10;22.740;5.310;0.140;0.000;0.000;0.000
002.DG1Z;60.520;0.030;40.100;0.000;0.000;0.000
002.DG21;7.520;0.870;2.590;0.000;0.000;0.000
002.DG22;6.570;1.530;0.000;0.000;0.000;0.000
002.DG2Z;16.330;0.000;27.030;0.000;0.000;0.000
002.DG3;16.360;0.300;0.110;0.000;0.000;0.000
002.DG4;15.520;2.160;0.250;0.000;0.000;0.000
002.DGA1;10.070;2.570;5.580;0.000;0.000;0.000
002.DGA20;18.530;1.810;20.070;0.000;0.000;0.000
002.DGA2Z;11.710;0.000;31.550;0.000;0.000;0.000
002.DGA3;8.950;2.860;5.650;0.000;0.000;0.000
002.DGA4;10.700;1.900;0.510;0.000;0.000;0.000
002.DGAA;29.400;1.760;8.580;0.000;0.000;0.000
002.DGAB;16.990;0.000;7.450;0.000;0.000;0.000
002.DGB0;25.120;4.650;5.350;0.000;0.000;0.000
002.DGBZ;53.570;0.000;32.490;0.000;0.000;0.000
002.DGC0;12.160;1.210;2.790;0.000;0.000;0.000
002.DGCA0;45.970;0.000;25.650;0.000;0.000;0.000
002.DGCAA;2.550;0.000;0.000;0.000;0.000;0.000
002.DGCAB;22.090;0.000;6.890;0.000;0.000;0.000
002.DGCB;20.820;0.000;42.170;0.000;0.000;0.000
002.DGD0;36.200;0.000;21.480;0.000;0.000;0.000
002.DGDA;1.280;0.000;40.760;0.000;0.000;0.000
002.DGDB1;0.000;0.000;7.570;0.000;0.000;0.000
002.DGDB2;0.000;0.000;9.660;0.000;0.000;0.000
002.DGDB3;0.000;0.000;0.210;0.000;0.000;0.000
002.DGDB4;0.000;0.000;0.020;0.000;0.000;0.000
002.DGDBZ;0.000;0.000;25.010;2.000;0.000;0.000
002.DGDC1;0.000;0.000;38.700;4.320;0.000;0.000
002.DGDC2;0.000;0.000;5.830;0.000;0.000;0.000
002.DGDC3;0.000;0.000;27.770;3.310;0.000;0.000
002.DGDC4;0.000;0.000;18.730;0.000;0.000;0.000
002.DGDC5;0.000;0.000;8.590;0.000;0.000;0.000
002.DGDC6;0.000;0.000;20.960;1.200;0.000;0.000
002.DGE0;37.710;0.000;72.700;0.190;0.000;0.000
002.DGEA;2.350;0.000;47.600;0.000;0.000;0.000
002.DGEB;0.000;0.000;88.870;8.450;0.000;0.000
002.DGF1;0.990;0.000;0.090;0.000;0.000;0.000
002.DGF2;0.790;0.000;0.180;0.000;0.000;0.000
002.DGF3;1.400;0.000;0.520;0.000;0.000;0.000
002.DGF4;4.940;0.000;4.200;0.000;0.000;0.000
002.DGF51;0.210;0.000;10.290;0.000;0.000;0.000
002.DGF52;0.000;0.000;4.570;0.000;0.000;0.000
002.DGF5A;0.000;0.000;0.720;0.000;0.000;0.000
002.DGF5B;0.000;0.000;14.320;0.630;0.000;0.000
002.DGF6;12.670;0.000;10.490;0.000;0.000;0.000
002.DGF7;0.000;0.000;2.290;0.000;0.000;0.000
002.DGF8;1.060;0.000;22.250;0.000;0.000;0.000
002.DGG10;0.000;0.000;10.010;0.000;0.000;0.000
002.DGG1Z;0.000;0.000;60.540;16.720;0.000;0.000
002.DGG21;0.000;0.000;3.040;0.000;0.000;0.000
002.DGG22;0.000;0.000;6.370;0.710;0.000;0.000
002.DGG2Z;0.000;0.000;81.730;9.750;0.000;0.000
002.DGG3;0.000;0.000;8.740;0.000;0.000;0.000
002.DGG4;0.000;0.000;51.150;10.030;0.000;0.000
002.DGH;0.000;0.000;61.830;2.000;0.000;0.000
002.DGJ;0.000;0.000;27.720;3.340;0.000;0.000
002.DH0;47.170;1.160;8.280;0.000;0.000;0.000
002.DHA1;14.560;0.000;5.150;0.000;0.000;0.000
002.DHA2;28.280;0.000;5.560;0.000;0.000;0.000
002.DHA31;6.790;0.000;0.000;0.000;0.000;0.000
002.DHA32;1.090;0.000;0.000;0.000;0.000;0.000
002.DHA41;7.450;0.000;1.320;0.000;0.000;0.000
002.DHA42;7.380;0.000;6.620;0.000;0.000;0.000
002.DHA5;10.570;4.810;12.390;0.000;0.000;0.000
002.DHA6;11.920;4.750;9.750;0.000;0.000;0.000
002.DHA7;14.440;3.200;20.270;0.000;0.000;0.000
002.DHA8;1.780;0.990;0.000;0.000;0.000;0.000
002.DHAA0;14.870;8.260;14.570;0.000;0.000;0.000
002.DHAAZ;6.620;2.280;152.040;0.000;0.000;0.000
002.DHAB10;0.900;1.180;9.810;0.000;0.000;0.000
002.DHAB1Z;0.000;0.000;26.180;0.000;0.000;0.000
002.DHAB2;4.210;0.260;10.090;0.000;0.000;0.000
002.DHAB3;0.100;0.000;65.330;0.000;0.000;0.000
002.DHAB4;11.220;0.000;16.480;0.000;0.000;0.000
002.DHABA;0.000;0.000;31.810;0.000;0.000;0.000
002.DHABB;0.000;0.000;12.650;0.000;0.000;0.000
002.DHABC;0.000;0.000;25.780;0.000;0.000;0.000
002.DHAC1;0.000;0.000;19.970;0.000;0.000;0.000
002.DHAC2;0.000;0.000;7.770;0.000;0.000;0.000
002.DHAC3;0.000;0.000;1.040;0.000;0.000;0.000
002.DHAC4;0.000;0.000;2.290;0.000;0.000;0.000
002.DHAC5;0.000;0.000;9.050;0.000;0.000;0.000
002.DHAC6;0.000;0.000;1.100;0.000;0.000;0.000
002.DHB1;1.200;0.170;18.530;0.000;0.000;0.000
002.DHB20;16.740;1.680;4.610;0.000;0.000;0.000
002.DHB2A1;0.090;0.000;0.000;0.000;0.000;0.000
002.DHB2A2;0.340;0.000;0.000;0.000;0.000;0.000
002.DHB2A3;0.700;0.000;0.000;0.000;0.000;0.000
002.DHB2A4;0.700;0.000;0.000;0.000;0.000;0.000
002.DHB2A5;0.050;0.000;0.000;0.000;0.000;0.000
002.DHB2A6;0.130;0.000;0.000;0.000;0.000;0.000
002.DHB2A9;0.010;0.000;0.000;0.000;0.000;0.000
002.DHB2AA;14.750;0.000;1.870;0.000;0.000;0.000
002.DHB2AB;10.300;0.000;4.390;0.000;0.000;0.000
002.DHB2B;8.960;0.000;1.770;0.000;0.000;0.000
002.DHB2C;16.030;0.000;55.890;0.000;0.000;0.000
002.DHB2D;0.110;0.000;137.730;0.310;0.000;0.000
002.DHB3;0.000;0.000;21.860;0.000;0.000;0.000
002.DHB40;7.760;0.910;0.010;0.000;0.000;0.000
002.DHB4Z;25.110;4.190;84.440;0.000;0.000;0.000
002.DHB5;0.000;0.000;65.340;0.000;0.000;0.000
002.DHB6;9.740;2.970;0.000;0.000;0.000;0.000
002.DHBA10;2.800;0.000;33.380;0.120;0.000;0.000
002.DHBA1Z;0.000;0.000;46.870;1.470;0.000;0.000
002.DHBA2;11.550;4.990;15.220;0.000;0.000;0.000
002.DHBA3;0.000;0.000;1.360;0.000;0.000;0.000
002.DHBA4;5.920;0.000;13.890;0.000;0.000;0.000
002.DHBAZ;17.060;0.000;192.370;32.170;0.000;0.000
002.DHBB0;19.300;0.000;20.410;1.260;0.000;0.000
002.DHBBZ;9.170;0.000;113.910;32.080;0.000;0.000
002.DHBC0;16.120;0.000;85.350;1.840;0.000;0.000
002.DHBCA;0.230;0.000;0.050;0.000;0.000;0.000
002.DHBCB;0.000;0.000;12.600;0.000;0.000;0.000
002.DHBCC;0.000;0.000;53.080;9.160;0.000;0.000
002.DHBD;2.320;0.000;63.350;12.740;0.000;0.000
002.DHC0;16.070;7.880;69.000;0.000;0.000;0.000
002.DHCA;0.050;0.160;15.290;0.000;0.000;0.000
002.DHCB;0.000;0.000;9.830;0.000;0.000;0.000
002.DHCC;0.000;0.000;78.280;0.000;0.000;0.000
002.DHCD;0.000;0.000;17.310;0.000;0.000;0.000
002.DHD0;2.490;1.400;4.690;0.000;0.000;0.000
002.DHDA;10.270;1.310;115.680;8.790;0.000;0.000
002.DHDB;0.000;0.000;35.670;16.030;0.000;0.000
002.DHE0;46.940;7.000;79.830;0.000;0.000;0.000
002.DHEA0;2.270;0.000;0.000;0.000;0.000;0.000
002.DHEAZ;3.650;0.000;123.980;9.350;0.000;0.000
002.DHEB;32.770;0.000;87.190;1.890;0.000;0.000
002.DHEC;9.780;0.000;12.280;0.000;0.000;0.000
002.DHED;20.800;0.000;138.980;25.940;0.000;0.000
002.DHF1;4.410;0.000;1.200;0.000;0.000;0.000
002.DHF2;2.360;0.000;0.120;0.000;0.000;0.000
002.DHF31;6.470;0.000;50.330;0.000;0.000;0.000
002.DHF32;4.030;0.000;0.020;0.000;0.000;0.000
002.DHF3Z;0.890;0.000;27.530;0.000;0.000;0.000
002.DHF4;2.580;0.000;9.500;0.000;0.000;0.000
002.DHFA;7.310;0.000;14.360;0.000;0.000;0.000
002.DHFB;0.000;0.000;45.650;14.300;0.000;0.000
002.DHFC;0.000;0.000;51.480;23.470;0.000;0.000
002.DHG1;9.700;0.000;8.370;0.000;0.000;0.000
002.DHG21;0.180;0.000;0.000;0.000;0.000;0.000
002.DHG22;5.510;0.000;0.000;0.000;0.000;0.000
002.DHG2A;15.260;0.000;19.870;0.000;0.000;0.000
002.DHG2B;0.000;0.000;21.840;1.430;0.000;0.000
002.DHGA0;0.300;0.000;0.030;0.000;0.000;0.000
002.DHGAZ;0.040;0.000;87.790;2.460;0.000;0.000
002.DHGB0;0.000;0.000;29.460;0.000;0.000;0.000
002.DHGBA0;0.000;0.000;8.930;0.000;0.000;0.000
002.DHGBAA;0.000;0.000;1.130;0.000;0.000;0.000
002.DHGBAB;0.000;0.000;33.950;0.350;0.000;0.000
002.DHGBB0;0.000;0.000;10.060;0.000;0.000;0.000
002.DHGBBA;0.000;0.000;23.450;2.850;0.000;0.000
002.DHGBBB;0.000;0.000;8.850;0.000;0.000;0.000
002.DHGBC;0.000;0.000;16.390;0.000;0.000;0.000
002.DHGC1;0.000;0.000;7.630;0.000;0.000;0.000
002.DHGC20;0.000;0.000;11.050;0.530;0.000;0.000
002.DHGC2A;0.000;0.000;1.830;0.120;0.000;0.000
002.DHGC2B;0.000;0.000;2.990;0.360;0.000;0.000
002.DHGC2C;0.000;0.000;3.040;0.000;0.000;0.000
002.DHGC3;0.000;0.000;4.320;0.000;0.000;0.000
002.DHGC4;0.000;0.000;4.880;0.000;0.000;0.000
002.DHH0;10.620;0.000;7.380;0.000;0.000;0.000
002.DHHA;0.710;0.000;11.770;0.000;0.000;0.000
002.DHHB;0.000;0.000;18.150;3.350;0.000;0.000
002.DHHC;0.000;0.000;5.650;1.860;0.000;0.000
002.DHHD;0.000;0.000;16.360;0.820;0.000;0.000
002.DHHE;0.000;0.000;6.650;1.200;0.000;0.000
002.DHJ1;0.030;0.000;0.000;0.000;0.000;0.000
002.DHJ20;0.040;0.000;0.000;0.000;0.000;0.000
002.DHJ2Z;1.750;0.000;2.110;0.000;0.000;0.000
002.DHJ30;0.080;0.000;0.000;0.000;0.000;0.000
002.DHJ3Z;0.750;0.000;8.040;0.000;0.000;0.000
002.DHJ4;0.370;0.000;0.000;0.000;0.000;0.000
002.DHJ5;2.390;0.000;0.010;0.000;0.000;0.000
002.DHJ60;2.980;0.000;4.480;0.000;0.000;0.000
002.DHJ6Z;0.450;0.000;5.410;0.000;0.000;0.000
002.DHJ7;2.460;0.000;14.380;0.000;0.000;0.000
002.DHJ8;1.060;0.000;1.630;0.000;0.000;0.000
002.DHJA;0.000;0.000;36.770;0.560;0.000;0.000
002.DHJB;0.000;0.000;32.640;7.780;0.000;0.000
002.DHK;0.060;0.000;0.270;0.000;0.000;0.000
002.DHL;0.000;0.000;65.550;0.380;0.000;0.000
002.DHM1;0.000;0.000;20.340;0.000;0.000;0.000
002.DHM2;0.000;0.000;21.070;0.000;0.000;0.000
002.DHM3;0.000;0.000;3.970;0.000;0.000;0.000
002.DHM4;0.000;0.000;2.330;0.610;0.000;0.000
002.DJ11;7.040;2.870;0.100;0.000;0.000;0.000
002.DJ12;11.840;1.190;27.510;0.000;0.000;0.000
002.DJ1A0;11.650;0.270;2.930;0.000;0.000;0.000
002.DJ1AZ;2.410;0.000;59.770;0.000;0.000;0.000
002.DJ1B;7.930;0.000;43.340;0.000;0.000;0.000
002.DJ1C;0.000;0.000;26.430;0.000;0.000;0.000
002.DJ21;5.120;0.000;1.630;0.000;0.000;0.000
